date,open,high,low,close,volume
2025-04-01 00:00:00+05:30,134.65,135.68,131.36,131.75,1245110
2025-04-02 00:00:00+05:30,133.17,133.68,128.65,131.21,1307860
2025-04-03 00:00:00+05:30,130.0,141.09,127.46,134.04,11545281
2025-04-04 00:00:00+05:30,134.02,134.78,122.48,124.25,3425412
2025-04-07 00:00:00+05:30,117.5,119.5,104.8,118.29,3600335
2025-04-08 00:00:00+05:30,121.01,122.9,118.02,119.86,1421419
2025-04-09 00:00:00+05:30,119.01,119.79,113.0,113.47,2647203
2025-04-11 00:00:00+05:30,118.0,124.92,116.86,123.85,19687797
2025-04-15 00:00:00+05:30,126.85,130.63,125.08,129.74,2797623
2025-04-16 00:00:00+05:30,130.5,132.8,129.12,132.05,2426221
2025-04-17 00:00:00+05:30,131.79,133.4,129.38,131.73,1741486
2025-04-21 00:00:00+05:30,132.01,133.66,131.17,132.07,1880282
2025-04-22 00:00:00+05:30,132.5,135.17,131.9,132.53,2045069
2025-04-23 00:00:00+05:30,134.25,134.64,129.75,133.4,1322839
2025-04-24 00:00:00+05:30,133.8,135.07,130.15,130.78,1997823
2025-04-25 00:00:00+05:30,130.25,131.39,123.1,124.53,2611189
2025-04-28 00:00:00+05:30,124.9,129.23,124.08,128.28,1516907
2025-04-29 00:00:00+05:30,128.23,132.12,127.7,130.18,1760258
2025-04-30 00:00:00+05:30,130.18,132.1,126.0,127.22,1869284
2025-05-02 00:00:00+05:30,127.69,129.72,125.25,125.57,940969
2025-05-05 00:00:00+05:30,125.52,127.78,124.31,125.0,1252722
2025-05-06 00:00:00+05:30,124.5,125.6,119.6,120.49,874760
2025-05-07 00:00:00+05:30,124.2,138.8,122.0,134.98,110616133
2025-05-08 00:00:00+05:30,135.0,147.5,134.57,137.89,76644631
2025-05-09 00:00:00+05:30,134.0,151.8,131.37,146.9,49464419
2025-05-12 00:00:00+05:30,152.0,154.57,148.6,150.62,27883177
2025-05-13 00:00:00+05:30,149.0,149.5,143.0,144.31,9853719
2025-05-14 00:00:00+05:30,145.67,146.7,143.02,143.95,5643114
2025-05-15 00:00:00+05:30,144.6,147.89,143.05,145.75,6479972
2025-05-16 00:00:00+05:30,146.19,149.8,143.71,149.07,5081790
2025-05-19 00:00:00+05:30,150.0,151.7,145.3,146.28,4031714
2025-05-20 00:00:00+05:30,146.3,147.4,142.0,142.43,2479293
2025-05-21 00:00:00+05:30,142.5,150.54,141.64,149.49,5680447
2025-05-22 00:00:00+05:30,148.0,153.0,146.93,151.29,4900053
2025-05-23 00:00:00+05:30,151.3,154.0,150.96,152.06,4192660
2025-05-26 00:00:00+05:30,152.4,152.4,149.11,149.71,1558056
2025-05-27 00:00:00+05:30,150.0,150.1,147.3,147.92,1310637
2025-05-28 00:00:00+05:30,148.53,149.64,145.99,147.22,1417393
2025-05-29 00:00:00+05:30,148.0,151.31,144.77,146.81,3191558
2025-05-30 00:00:00+05:30,146.0,146.36,131.68,132.66,12934093
2025-06-02 00:00:00+05:30,132.66,135.49,130.73,132.84,4650049
2025-06-03 00:00:00+05:30,133.49,135.35,129.55,130.51,9569136
2025-06-04 00:00:00+05:30,130.8,135.3,129.67,133.91,3849480
2025-06-05 00:00:00+05:30,139.76,143.25,138.22,140.61,23906535
2025-06-06 00:00:00+05:30,141.25,141.9,135.3,137.22,5398387
2025-06-09 00:00:00+05:30,138.0,138.64,136.82,137.55,2145985
2025-06-10 00:00:00+05:30,138.1,141.15,137.28,139.8,4341243
2025-06-11 00:00:00+05:30,139.8,141.2,138.02,139.49,2670569
2025-06-12 00:00:00+05:30,139.49,139.79,135.6,136.71,2125206
2025-06-13 00:00:00+05:30,134.0,134.6,132.47,133.79,1913751
2025-06-16 00:00:00+05:30,134.0,135.5,130.6,133.33,2125324
2025-06-17 00:00:00+05:30,133.3,135.2,132.1,132.72,1604619
2025-06-18 00:00:00+05:30,132.45,133.86,131.3,131.94,1274049
2025-06-19 00:00:00+05:30,131.95,133.95,128.46,130.2,2045115
2025-06-20 00:00:00+05:30,129.19,130.4,127.71,128.78,2123121
2025-06-23 00:00:00+05:30,127.7,129.45,127.0,127.38,2646398
2025-06-24 00:00:00+05:30,128.84,134.7,128.45,131.24,6993210
2025-06-25 00:00:00+05:30,132.05,141.9,130.3,139.82,37127918
2025-06-26 00:00:00+05:30,140.51,145.0,140.0,143.47,14863716
2025-06-27 00:00:00+05:30,144.0,144.95,140.1,144.16,6109953
2025-06-30 00:00:00+05:30,144.25,144.4,141.3,143.34,3625994
2025-07-01 00:00:00+05:30,143.35,143.77,139.3,139.8,2670758
2025-07-02 00:00:00+05:30,139.8,144.5,138.26,139.65,6323982
2025-07-03 00:00:00+05:30,140.99,144.4,139.8,141.62,6185710
2025-07-04 00:00:00+05:30,142.15,145.0,141.31,144.46,5110387
2025-07-07 00:00:00+05:30,145.0,147.4,142.75,143.33,4599637
2025-07-08 00:00:00+05:30,145.02,149.3,142.38,143.88,14812366
2025-07-09 00:00:00+05:30,144.0,144.5,141.52,142.6,3164366
2025-07-10 00:00:00+05:30,142.8,144.05,142.36,143.11,1826602
2025-07-11 00:00:00+05:30,142.1,143.41,139.4,140.41,1520646
2025-07-14 00:00:00+05:30,139.51,139.51,136.4,138.29,3484905
2025-07-15 00:00:00+05:30,138.29,140.78,138.29,138.76,1654558
2025-07-16 00:00:00+05:30,139.85,141.35,138.76,139.72,1983674
2025-07-17 00:00:00+05:30,140.09,141.5,139.0,139.19,1768554
2025-07-18 00:00:00+05:30,139.19,144.56,139.19,142.85,8614005
2025-07-21 00:00:00+05:30,143.55,143.99,141.25,142.4,1936163
2025-07-22 00:00:00+05:30,142.75,143.23,139.33,139.95,2128475
2025-07-23 00:00:00+05:30,139.95,140.84,137.1,137.56,1742057
2025-07-24 00:00:00+05:30,138.5,142.4,138.01,141.0,3430763
2025-07-25 00:00:00+05:30,141.2,142.49,135.9,136.9,3620434
2025-07-28 00:00:00+05:30,136.88,137.91,133.49,134.32,1756616
2025-07-29 00:00:00+05:30,133.1,136.8,132.56,136.26,1045405
2025-07-30 00:00:00+05:30,136.05,139.0,131.01,132.83,4294989
2025-07-31 00:00:00+05:30,125.0,128.0,124.25,126.08,7203500
2025-08-01 00:00:00+05:30,125.75,125.75,120.52,121.09,2561807
2025-08-04 00:00:00+05:30,121.09,127.25,120.2,126.74,2169447
2025-08-05 00:00:00+05:30,125.65,126.7,120.9,121.99,3875771
2025-08-06 00:00:00+05:30,121.9,122.88,115.3,115.86,3260517
2025-08-07 00:00:00+05:30,112.86,119.75,111.4,118.77,5561835
2025-08-08 00:00:00+05:30,119.75,119.75,117.0,117.54,2448502
2025-08-11 00:00:00+05:30,117.19,117.54,113.1,113.57,1698286
2025-08-12 00:00:00+05:30,114.44,115.7,113.35,113.73,2326999
2025-08-13 00:00:00+05:30,113.9,116.7,113.65,114.39,1841971
2025-08-14 00:00:00+05:30,114.55,115.8,113.3,113.95,977523
2025-08-18 00:00:00+05:30,115.2,118.4,114.85,117.16,1980828
2025-08-19 00:00:00+05:30,118.0,124.66,117.82,121.96,9477449
2025-08-20 00:00:00+05:30,122.56,122.56,120.07,120.87,1351881
2025-08-21 00:00:00+05:30,120.85,121.1,118.69,119.41,1289118
2025-08-22 00:00:00+05:30,119.0,119.97,118.3,118.68,973540
2025-08-25 00:00:00+05:30,118.7,119.6,116.2,116.64,1213331
